fold,r2,rmse,mpe,training_time,inference_time_training,num_epochs
1.0,0.9922484239185076,1.1005965015300445,0.028557028583793952,21.84612727165222,0.16933226585388184,56.0
2.0,0.9087064175845728,3.73931645924656,0.0811092197661566,19.023665189743042,0.17332673072814941,48.0
3.0,0.9966864083962701,0.7374137158067714,0.017545649274259993,32.943012714385986,9.344371318817139,87.0
4.0,0.9963414650871139,0.7529296839848816,0.020232887667115316,31.03097105026245,0.17426323890686035,80.0
5.0,0.982882323242943,1.6224558294097295,0.032220920810844454,42.18973517417908,0.17116999626159668,111.0
mean,0.9753730076458815,1.5905424379955977,0.03593314122043407,29.406702280044556,2.0064927101135255,76.4
std,0.03768136470632634,1.2537662284013162,0.025950257765946096,9.267138503531795,4.1019992924529305,25.22498761149349
