fold,r2,rmse,mpe,training_time,inference_time_training,num_epochs
1.0,0.9772867965818222,1.8677749133265709,0.037272223788498496,53.59573721885681,0.13083362579345703,186.0
2.0,0.9882098221071084,1.3414490581759713,0.022979094867970208,23.70493173599243,0.1296701431274414,81.0
3.0,0.9952139919342433,0.8732408568115364,0.019334844841518352,43.93333911895752,0.1317157745361328,153.0
4.0,0.9228250861431944,3.5606214360931636,0.06732828944114756,46.04851222038269,0.1330399513244629,160.0
5.0,0.9063004467990693,3.7774078076188156,0.07060847913263014,16.28502058982849,0.1273183822631836,55.0
mean,0.9579672287130876,2.2840988144052115,0.04350458641435295,36.713508176803586,0.13051557540893555,127.0
std,0.040557391638383816,1.314526158253183,0.024220365300771002,15.896729874905793,0.0021708815898586866,56.004464107783406
