fold,r2,rmse,mpe,training_time,inference_time_training,num_epochs
1.0,0.9989809593757867,0.24156475954872514,0.002523956320628918,40.82707953453064,2.166499376296997,100.0
2.0,0.9435150090591109,1.8311597554053765,0.01996802491164339,16.111297607421875,0.21907925605773926,37.0
3.0,0.9955339448229014,0.5212976563762336,0.005883221959961435,34.625978231430054,0.2598555088043213,79.0
4.0,0.9891138819030637,0.7771692287067246,0.009023148322920603,17.136533737182617,0.25069403648376465,37.0
5.0,0.9822357537596387,1.0396091516750963,0.01287023160174362,21.143396854400635,0.24119281768798828,48.0
mean,0.9818759097841003,0.8821601103424312,0.010053716623379593,25.968857192993163,0.6274641990661621,60.2
std,0.022378567174694646,0.6076589763826894,0.006733844600866494,11.11506862231616,0.8604802471687156,28.119388329051542
