fold,r2,rmse,mpe,training_time,inference_time_training,num_epochs
1.0,0.9825568896949176,2.814207139224552,0.08399498182686657,21.2660710811615,0.11304235458374023,66.0
2.0,0.9871179796941535,2.3875453611949586,0.06894009384252942,35.16979789733887,0.11357808113098145,112.0
3.0,0.9908459562160282,2.1400408757102225,0.14112412737136984,43.290629625320435,0.11464142799377441,139.0
4.0,0.9783402926037481,3.1016759411194883,0.12869206709122258,33.43687129020691,0.13008952140808105,98.0
5.0,0.9818216507978337,2.923688127327654,0.08637770568935821,31.241870641708374,0.1333303451538086,94.0
mean,0.9841365538013361,2.673431488915375,0.10182579516426933,32.881048107147215,0.12093634605407715,101.8
std,0.0048825131743814604,0.39751600719698377,0.03124182375291764,7.929396201379411,0.009918127219180879,26.668333281253254
