fold,r2,rmse,mpe,training_time,inference_time_training,num_epochs
1.0,0.9818333659214782,3.111861074589362,0.04436042345590446,53.589282512664795,0.2961452007293701,27.0
2.0,0.9929676736039414,1.9826343049608897,0.02785997798854501,77.42356872558594,0.295856237411499,40.0
3.0,0.9748661767591024,3.684772991981478,0.06646855017890799,77.43437242507935,0.29522061347961426,40.0
4.0,0.9867407822437662,2.730132282909908,0.04166936939174262,69.9026255607605,15.383217811584473,35.0
5.0,0.9781469785758569,3.4508439602598893,0.06220119293802307,70.01741218566895,0.30237436294555664,35.0
mean,0.982910995420829,2.992048922940305,0.04851190279062463,69.67345228195191,3.3145628452301024,35.4
std,0.0071480817763395,0.669371472184197,0.01581450988948898,9.73611231873665,6.746583845229946,5.319774431308154
